School Name,School_Links,Email
伊斯蘭鮑伯濤紀念小學,https://www.schooland.hk/ps/idpmps,idpmps@idpmps.edu.hk
佐敦谷聖若瑟天主教小學,https://www.schooland.hk/ps/jvsj,jvsj@jvsj.edu.hk
佐敦道官立小學,https://www.schooland.hk/ps/jrgps,jordan@eservices.hkedcity.net
佛教中華康山學校,https://www.schooland.hk/ps/bcwkps,info@bcwkps.edu.hk
佛教志蓮小學,https://www.schooland.hk/ps/chilinbps,office@chilinbps.edu.hk
佛教慈敬學校,https://www.schooland.hk/ps/bckps,info@bckps.edu.hk
佛教林炳炎紀念學校,https://www.schooland.hk/ps/blbyms,info@blbyms.edu.hk
佛教林金殿紀念小學,https://www.schooland.hk/ps/lkt,info@lkt.edu.hk
佛教榮茵學校,https://www.schooland.hk/ps/bwys,wy@bwys.edu.hk
陳榮根紀念學校,https://www.schooland.hk/ps/bcwkms,info@bcwkms.edu.hk
佛教黃焯菴小學,https://www.schooland.hk/ps/bwcups,mail@bwcups.edu.hk
保良局世德小學,https://www.schooland.hk/ps/plkcastar,info@plkcastar.edu.hk
保良局何壽南小學,https://www.schooland.hk/ps/plkhsn,plkshsn@yahoo.com.hk
保良局建造商會學校,https://www.schooland.hk/ps/plkis,admissions@plkis.edu.hk
保良局志豪小學,https://www.schooland.hk/ps/plkheps,plkheps@plkheps.edu.hk
保良局方王錦全小學,https://www.schooland.hk/ps/plkfwkc,general@eclass.plkfwkc.edu.hk
保良局朱正賢小學,https://www.schooland.hk/ps/plkcjy,saryue@netvigator.com
保良局林文燦英文小學,https://www.schooland.hk/ps/plklmceps,email@plklmceps.edu.hk
保良局梁周順琴小學,https://www.schooland.hk/ps/plklcskam,plklcskoffice@gmail.com
保良局王賜豪(田心谷)小學,https://www.schooland.hk/ps/plkwch,school@plkwch.edu.hk
保良局田家炳千禧小學,https://www.schooland.hk/ps/plktkpmps,info@plktkpmps.edu.hk
保良局田家炳小學,https://www.schooland.hk/ps/plktkp,info@plktkp.edu.hk
保良局莊啟程小學,https://www.schooland.hk/ps/plkcktps,mail@plkcktps.edu.hk
保良局莊啟程第二小學,https://www.schooland.hk/ps/plkvktca,mail@plkvktc2.edu.hk
保良局蔡繼有學校,https://www.schooland.hk/ps/cky,info@cky.edu.hk
保良局蕭漢森小學,https://www.schooland.hk/ps/plkshs,info@plkshs.edu.hk
馮李佩瑤小學,https://www.schooland.hk/ps/plkflpy,info@plkflpy.edu.hk
張凝文學校,https://www.schooland.hk/ps/plkgspts,pershing@plkgspts.edu.hk
保良局錦泰小學,https://www.schooland.hk/ps/grandmont,grandmontplk@gmail.com
保良局陳南昌夫人小學,https://www.schooland.hk/ps/plkcnc,info@plkcnc.edu.hk
保良局陳守仁小學,https://www.schooland.hk/ps/plkctslps,pcs-mail@hkedcity.net
保良局陳溢小學,https://www.schooland.hk/ps/plkcy,cy@plkcy.edu.hk
保良局陸慶濤小學,https://www.schooland.hk/ps/plklht,info@plklht.edu.hk
保良局雨川小學,https://www.schooland.hk/ps/plkrps,contact@plkrps.edu.hk
圓玄小學,https://www.schooland.hk/ps/yyps,info@yyps.edu.hk
保良局馮晴紀念小學,https://www.schooland.hk/ps/plkfcmps,fcs@plkfcmps.edu.hk
保良局黃永樹小學,https://www.schooland.hk/ps/plkwws,plkwwsmail@yahoo.com.hk
伍時暢紀念學校,https://www.schooland.hk/ps/wusichong,hkeca@wusichong.edu.hk
優才(楊殷有娣)書院,https://www.schooland.hk/ps/gt,gts@gtschool.edu.hk
元朗公立中學校友會小學,https://www.schooland.hk/ps/ylaps,info@ylaps.edu.hk
英業小學,https://www.schooland.hk/ps/alu,mailbox@alu.edu.hk
元朗商會小學,https://www.schooland.hk/ps/ylmaps,school@ylmaps.edu.hk
元朗官立小學,https://www.schooland.hk/ps/ylgps,ylgps@edb.gov.hk
元朗寶覺小學,https://www.schooland.hk/ps/pokokbs,ylpokok@ylpokok.edu.hk
元朗朗屏邨惠州學校,https://www.schooland.hk/ps/hzit,info@hzit.edu.hk
元朗朗屏邨東莞學校,https://www.schooland.hk/ps/tkps,tkps@tkps.edu.hk
光明學校,https://www.schooland.hk/ps/kms,info@kms.edu.hk
光明英來學校,https://www.schooland.hk/ps/kmyls,info@kmyls.edu.hk
八鄉中心小學,https://www.schooland.hk/ps/phcps,info@phcps.edu.hk
劍津英國學校,https://www.schooland.hk/ps/oxbridge,admin@oxbridgeschool.hk
勵志會梁李秀娛紀念小學,https://www.schooland.hk/ps/llsy,llsy@llsy.edu.hk
北角官立小學,https://www.schooland.hk/ps/npgps,npgps@edb.gov.hk
北角官立小學(雲景道),https://www.schooland.hk/ps/npcvr,school@npcvr.edu.hk
北角循道學校,https://www.schooland.hk/ps/cmsnp,info@cmsnp.edu.hk
北角衞理小學,https://www.schooland.hk/ps/npmps,npm-info@npmps.edu.hk
十八鄉鄉事委員會公益社小學,https://www.schooland.hk/ps/kysps,info@kysps.edu.hk
協恩中學附屬小學,https://www.schooland.hk/ps/hyps,hyps@hyps.edu.hk
南丫北段公立小學,https://www.schooland.hk/ps/nls,enquiry@nls.edu.hk
南元朗官立小學,https://www.schooland.hk/ps/sylgps,sylgps@edb.gov.hk
梁省德學校,https://www.schooland.hk/ps/yuenlonglsts,am@yuenlonglsts.edu.hk
鄭任安夫人千禧小學,https://www.schooland.hk/ps/mcyoms,info@mcyoms.edu.hk
鄭任安夫人學校,https://www.schooland.hk/ps/mcyos,info@mcyos.edu.hk
博愛醫院陳國威小學,https://www.schooland.hk/ps/pohckwps,info@pohckwps.edu.hk
台山商會學校,https://www.schooland.hk/ps/tsaps,info@ts.edu.hk
合一堂學校,https://www.schooland.hk/ps/hycs,hycsa@hycs.edu.hk
吳氏宗親總會泰伯紀念學校,https://www.schooland.hk/ps/taipak,taipaksch@yahoo.com.hk
和富慈善基金李宗德小學,https://www.schooland.hk/ps/wfjlps,info@web.wfjlps.edu.hk
啓新書院,https://www.schooland.hk/ps/renaissance,info@rchk.edu.hk
啟基學校,https://www.schooland.hk/ps/ccs,chanscreative@ccs.edu.hk
啟基學校(港島),https://www.schooland.hk/ps/ccshki,ccshki@ccshki.edu.hk
啟思小學,https://www.schooland.hk/ps/creative,cps@creativeprisch.edu.hk
喇沙小學,https://www.schooland.hk/ps/la-salle,lasalleprimary@la-salle.edu.hk
嗇色園主辦可信學校,https://www.schooland.hk/ps/hoshun,hsps@hoshun.edu.hk
嗇色園主辦可立小學,https://www.schooland.hk/ps/holap,hlp-mail@holap-p.edu.hk
可譽小學,https://www.schooland.hk/ps/hoyu,mail@hoyu.edu.hk
嗇色園主辦可銘學校,https://www.schooland.hk/ps/homing,info@homing.edu.hk
嘉諾撒培德學校,https://www.schooland.hk/ps/ptcps,ptcps180@gmail.com
嘉諾撒小學,https://www.schooland.hk/ps/cpswts,info@cpswts.edu.hk
嘉諾撒小學(新蒲崗),https://www.schooland.hk/ps/cps,cpsspk@cps.edu.hk
嘉諾撒聖家學校,https://www.schooland.hk/ps/hfkc,head@hfkc.edu.hk
嘉諾撒聖家學校(九龍塘),https://www.schooland.hk/ps/holyfamilykt,admin@holyfamilykt.edu.hk
嘉諾撒聖心學校,https://www.schooland.hk/ps/shcs,shcs@shcssubs.edu.hk
嘉諾撒聖心學校私立部,https://www.schooland.hk/ps/shcsps,shcsps@shcsps.edu.hk
嘉諾撒聖方濟各學校,https://www.schooland.hk/ps/sfcs,sfcso@sfcs.edu.hk
嘉諾撒聖瑪利學校,https://www.schooland.hk/ps/smcs,school@smcs.edu.hk
國民學校,https://www.schooland.hk/ps/cckms,info@cckms.edu.hk
國際基督教優質音樂中學暨小學,https://www.schooland.hk/ps/icqm,info@icqm.edu.hk
圓玄學院陳國超興德小學,https://www.schooland.hk/ps/hingtak,info@ckcps.edu.hk
地利亞(閩僑)英文小學,https://www.schooland.hk/ps/deliamk,ty@deliagroup.edu.hk
地利亞英文小學暨幼稚園,https://www.schooland.hk/ps/delia,mp@deliagroup.edu.hk
坪石天主教小學,https://www.schooland.hk/ps/psec,psec@psec.edu.hk
培僑小學,https://www.schooland.hk/ps/pkps,pkps_edu@yahoo.com.hk
培僑書院,https://www.schooland.hk/ps/puikiucollege,puikiucollege@puikiu.edu.hk
培基小學,https://www.schooland.hk/ps/pooikei,admin@pooikei.edu.hk
基督教培恩小學,https://www.schooland.hk/ps/hksasps,info@hksasps.edu.hk
宣基小學,https://www.schooland.hk/ps/sunkei,info@sunkei.edu.hk
宣基小學(坪石),https://www.schooland.hk/ps/sunkei2,info@sk2.edu.hk
徐澤林紀念小學,https://www.schooland.hk/ps/ccl,mail@ccl.edu.hk
基督教神召會梁省德小學,https://www.schooland.hk/ps/lsttko,aoglsttko@gmail.com
基督教粉嶺神召會小學,https://www.schooland.hk/ps/fagps,mail@fagps.edu.hk
基督教聖約教會堅樂小學,https://www.schooland.hk/ps/hgps,mcchgps@hgps.edu.hk
堅樂第二小學,https://www.schooland.hk/ps/hg2ps,info@hg2ps.edu.hk
信愛學校,https://www.schooland.hk/ps/cwflls,fll-mail@hkedcity.net
啟信學校,https://www.schooland.hk/ps/elchkls,elchkles2015@elchkls.edu.hk
宏信書院,https://www.schooland.hk/ps/luac,info@luac.edu.hk
深信學校,https://www.schooland.hk/ps/fls,info@elchkfls.edu.hk
禾輋信義學校,https://www.schooland.hk/ps/wcl,wcl@wcl.edu.hk
紅磡信義學校,https://www.schooland.hk/ps/hhlps,info@hhlps.edu.hk
葵盛信義學校,https://www.schooland.hk/ps/kslps,kslps@kslps.edu.hk
馬鞍山信義學校,https://www.schooland.hk/ps/mluthps,info@mluthps.edu.hk
塘尾道官立小學,https://www.schooland.hk/ps/tmrgps,tmrgps@tmr.edu.hk
大坑東宣道小學,https://www.schooland.hk/ps/apstht,aps@apstht.edu.hk
大埔官立小學,https://www.schooland.hk/ps/tpgps,tpgps@edb.gov.hk
大埔崇德黃建常紀念學校,https://www.schooland.hk/ps/wks,wksama@netvigator.com
大埔循道衞理小學,https://www.schooland.hk/ps/tpms,tpms@mail.tpms.edu.hk
大埔浸信會公立學校,https://www.schooland.hk/ps/tpbps,tpbps@tpbps.edu.hk
大埔舊墟公立學校,https://www.schooland.hk/ps/tpomps,tpomps@hotmail.com
大埔舊墟公立學校(寶湖道),https://www.schooland.hk/ps/tpompspc,tpompspc@tpompspc.edu.hk
大角嘴天主教小學,https://www.schooland.hk/ps/tktcps,sch@tktcps.edu.hk
大角嘴天主教小學(海帆道),https://www.schooland.hk/ps/tktcpshfr,tktcpshfr@netvigator.com
天主教伍華小學,https://www.schooland.hk/ps/nwcps,ngwah@nwcps.edu.hk
天主教佑華小學,https://www.schooland.hk/ps/oloccp,info@oloccps.edu.hk
天主教博智小學,https://www.schooland.hk/ps/pmcps,info@pmcps.edu.hk
天主教善導小學,https://www.schooland.hk/ps/gccps,info@mail.gccps.edu.hk
天主教明德學校,https://www.schooland.hk/ps/mengtakps,mtcs@mengtak.edu.hk
天主教柏德學校,https://www.schooland.hk/ps/bpcs,schoolmail@bpcs.edu.hk
天主教石鐘山紀念小學,https://www.schooland.hk/ps/scs,info@scs.edu.hk
天主教總堂區學校,https://www.schooland.hk/ps/cms,cms@cms.edu.hk
天主教聖安德肋小學,https://www.schooland.hk/ps/sacps,info@sacps.edu.hk
天主教聖母聖心小學,https://www.schooland.hk/ps/shmcps,office@shmcps.edu.hk
天主教聖華學校,https://www.schooland.hk/ps/littleflower,001@littleflowerschool.edu.hk
天主教領島學校,https://www.schooland.hk/ps/lingto,info@lingto.edu.hk
天佑小學,https://www.schooland.hk/ps/mpps,info@mpschool.edu.hk
天水圍天主教小學,https://www.schooland.hk/ps/tswcps,sch@tswcps.edu.hk
天水圍官立小學,https://www.schooland.hk/ps/tswgps,tswgps@edb.gov.hk
天水圍循道衞理小學,https://www.schooland.hk/ps/tswmps,email@campus.tswmps.edu.hk
天神嘉諾撒學校,https://www.schooland.hk/ps/hacs,info@hacs.edu.hk
太古小學,https://www.schooland.hk/ps/tps,taikoo@tps.edu.hk
孔教學院大成小學,https://www.schooland.hk/ps/taishing,info@taishingprimary.edu.hk
安基司學校,https://www.schooland.hk/ps/anchors,AAPSinfo@anchorsacademy.edu.hk
安菲爾學校,https://www.schooland.hk/ps/anfield,office@anfield.edu.hk
官立嘉道理爵士小學,https://www.schooland.hk/ps/sekps,webmaster@sekps.edu.hk
宣道會葉紹蔭紀念小學,https://www.schooland.hk/ps/casyymps,syy@casyymps.edu.hk
寶安商會溫浩根小學,https://www.schooland.hk/ps/pocawhk,school@pocawhk.edu.hk
寶血小學,https://www.schooland.hk/ps/pbps,info@preciousbloodhv.edu.hk
寶血會伍季明紀念學校,https://www.schooland.hk/ps/kmw,kmwpm@hotmail.com
寶血會嘉靈學校,https://www.schooland.hk/ps/kalingpb,info@kalingpb.edu.hk
寶血會培靈學校,https://www.schooland.hk/ps/plpb,office@plpb.edu.hk
寶血會思源學校,https://www.schooland.hk/ps/sys,sys@sys.edu.hk
寶覺小學,https://www.schooland.hk/ps/pokokps,pkps@pokokps.edu.hk
將軍澳天主教小學,https://www.schooland.hk/ps/tkocps,info@tkocps.edu.hk
將軍澳官立小學,https://www.schooland.hk/ps/tkogps,tkogps@edb.gov.hk
將軍澳循道衞理小學,https://www.schooland.hk/ps/tkomps,email@tkomps.edu.hk
屯門官立小學,https://www.schooland.hk/ps/tmgps,tmgps@edb.gov.hk
崇真小學暨幼稚園,https://www.schooland.hk/ps/ttpskg,enquiry@ttpskg.edu.hk
嶺南大學香港同學會小學,https://www.schooland.hk/ps/luaaps,info@luaaps.edu.hk
廣東道官立小學,https://www.schooland.hk/ps/crgps,crgpsinfo@edb.gov.hk
弘立書院,https://www.schooland.hk/ps/isf,enquiry@isf.edu.hk
彩雲聖若瑟小學,https://www.schooland.hk/ps/cwsj,info@cwsj.edu.hk
循理會白普理基金循理小學,https://www.schooland.hk/ps/chunlei,info@chunlei.edu.hk
循理會美林小學,https://www.schooland.hk/ps/fmml,fmml@netvigator.com
循道學校,https://www.schooland.hk/ps/kmsch,methodistschool@yahoo.com.hk
德信學校,https://www.schooland.hk/ps/taksun,mail@taksun.edu.hk
德望小學,https://www.schooland.hk/ps/ghsps,ghps@ghsps.edu.hk
德萃小學,https://www.schooland.hk/ps/hilary,info@sthilarys.edu.hk
德貞小學,https://www.schooland.hk/ps/tcpsa,
德雅小學,https://www.schooland.hk/ps/tnps,tnps@eservices.hkedcity.net
惇裕學校,https://www.schooland.hk/ps/tys,tun_yu@yahoo.com.hk
愛秩序灣官立小學,https://www.schooland.hk/ps/abgps,abgps@edb.gov.hk
慈幼學校,https://www.schooland.hk/ps/salesian,mail@salesian.edu.hk
慈幼葉漢千禧小學,https://www.schooland.hk/ps/syh,e-mail@syh.edu.hk
慈幼葉漢小學,https://www.schooland.hk/ps/syhps,enquiry@syhps.edu.hk
慈航學校,https://www.schooland.hk/ps/chihong,chihong1@netvigator.com
慈雲山天主教小學,https://www.schooland.hk/ps/twscps,mail@twscps.edu.hk
慈雲山聖文德天主教小學,https://www.schooland.hk/ps/tsbcps,admin@tsbcps.edu.hk
打鼓嶺嶺英公立學校,https://www.schooland.hk/ps/tkllingying,info@lyps.edu.hk
拔萃女小學,https://www.schooland.hk/ps/dgjs,dgjs@dgjs.edu.hk
拔萃小學,https://www.schooland.hk/ps/dps,dps002@dps.edu.hk
拔萃男書院附屬小學,https://www.schooland.hk/ps/dbspd,dbspd@dbs.edu.hk
播道書院,https://www.schooland.hk/ps/evangel,admission@evangel.edu.hk
救世軍中原慈善基金學校,https://www.schooland.hk/ps/saccf,info@saccf.edu.hk
救世軍中原慈善基金皇后山學校,https://www.schooland.hk/ps/saccfqhs,QHS@hkm.salvationarmy.org
救世軍林拔中紀念學校,https://www.schooland.hk/ps/salbcms,lbcps@hkt.salvationarmy.org
救世軍田家炳學校,https://www.schooland.hk/ps/satkp,tkpps@esd.salvation.org.hk
救世軍韋理夫人紀念學校,https://www.schooland.hk/ps/annwyllie,info@annwyllie.edu.hk
救恩學校,https://www.schooland.hk/ps/kauyan,kys-mail@kauyan.edu.hk
新會商會學校,https://www.schooland.hk/ps/swcss,swcss@yahoo.com.hk
新會商會港青基信學校,https://www.schooland.hk/ps/swcscs,admission@cs.edu.hk
新界婦孺福利會基督教銘恩小學,https://www.schooland.hk/ps/ntwjwacrgps,info@taipocrgps.edu.hk
新界婦孺福利會梁省德學校,https://www.schooland.hk/ps/taipolst,info@taipolst.edu.hk
方樹福堂基金方樹泉小學,https://www.schooland.hk/ps/fsc,fsc@fsc.edu.hk
旅港開平商會學校,https://www.schooland.hk/ps/hpccps,hoiping@hpccps.edu.hk
晉德學校,https://www.schooland.hk/ps/caps,enquiry@caps.edu.hk
景林天主教小學,https://www.schooland.hk/ps/klcps,klcps@klcps.edu.hk
智新書院,https://www.schooland.hk/ps/discovery,office@discovery.edu.hk
曾梅千禧學校,https://www.schooland.hk/ps/tmms,office@tmms.edu.hk
李志達紀念學校,https://www.schooland.hk/ps/lctms,lctms@ymail.com
李鄭屋官立小學,https://www.schooland.hk/ps/lcu,lcugps@edb.gov.hk
李陞大坑學校,https://www.schooland.hk/ps/lsths,lising@lsths.edu.hk
李陞小學,https://www.schooland.hk/ps/lsps,lsps@edb.gov.hk
杯澳公立學校,https://www.schooland.hk/ps/buiosch,buioschool@hotmail.com
東涌天主教學校,https://www.schooland.hk/ps/tccs,tccs_pri@tccs.edu.hk
東莞同鄉會方樹泉學校,https://www.schooland.hk/ps/tkfsc,tkfsc@eservices.hkedcity.net
東莞學校,https://www.schooland.hk/ps/tks,mail@tks.edu.hk
東莞工商總會張煌偉小學,https://www.schooland.hk/ps/cwwps,cwwps@cwwps.edu.hk
東華三院冼次雲小學,https://www.schooland.hk/ps/scwps,scwps@tungwah.org.hk
東華三院周演森小學,https://www.schooland.hk/ps/twghscysps,cysps@tungwah.org.hk
東華三院姚達之紀念小學,https://www.schooland.hk/ps/ydc,ydcps@tungwah.org.hk
東華三院曾憲備小學,https://www.schooland.hk/ps/twghthpps,info-thpps@thpps.edu.hk
東華三院李東海小學,https://www.schooland.hk/ps/twghlthlp,lthps@tungwah.org.hk
東華三院李賜豪小學,https://www.schooland.hk/ps/twghlchps,lchops@tungwah.org.hk
港九電器商聯會小學,https://www.schooland.hk/ps/eama,emaps@tungwah.org.hk
王余家潔紀念小學,https://www.schooland.hk/ps/wyjjmps,wyjjps@tungwah.org.hk
東華三院羅裕積小學,https://www.schooland.hk/ps/twghlycp,lycps@tungwah.org.hk
東華三院蔡榮星小學,https://www.schooland.hk/ps/twghscops,scops@tungwah.org.hk
東華三院鄧肇堅小學,https://www.schooland.hk/ps/twghtskp,tskps@tungwah.org.hk
馬錦燦紀念小學,https://www.schooland.hk/ps/twghmkc,mkcps@tungwah.org.hk
東華三院高可寧紀念小學,https://www.schooland.hk/ps/twghkhnmp,mail@twghkhnmp.edu.hk
東華三院鶴山學校,https://www.schooland.hk/ps/hokshan,hokshan@hokshan.edu.hk
東華三院黃士心小學,https://www.schooland.hk/ps/wssps,wssps@tungwah.org.hk
林村公立黃福鑾紀念學校,https://www.schooland.hk/ps/wfl,ltwfl@yahoo.com.hk
何壽基學校,https://www.schooland.hk/ps/hosauki,info@hosauki.edu.hk
盧光輝紀念學校,https://www.schooland.hk/ps/lynms,info@lkfms.edu.hk
柯士甸學校,https://www.schooland.hk/ps/austin,admissions@austinschool.edu.hk
柴灣角天主教小學,https://www.schooland.hk/ps/cwk,cwk@cwk.edu.hk
梅窩學校,https://www.schooland.hk/ps/mws,mws@mws.edu.hk
梨木樹天主教小學,https://www.schooland.hk/ps/lmscps,lmscps@lmscps.edu.hk
樂善堂劉德學校,https://www.schooland.hk/ps/lautak,mail@lautak.edu.hk
樂善堂小學,https://www.schooland.hk/ps/lstps,
樂善堂梁銶琚學校,https://www.schooland.hk/ps/lstlkkps,info@gg.lst-lkkps.edu.hk
樂善堂梁銶琚學校(分校),https://www.schooland.hk/ps/lstlkkb,lkkpsb@gmail.com
樂善堂梁黃蕙芳紀念學校,https://www.schooland.hk/ps/lstlwwf,info@lstlwwf.edu.hk
樂善堂楊仲明學校,https://www.schooland.hk/ps/ycmps,info@ycmps.edu.hk
樂華天主教小學,https://www.schooland.hk/ps/lwcps,lwcps@lwcps.edu.hk
樹宏學校,https://www.schooland.hk/ps/forest,info@foresthouse.edu.hk
民生書院小學,https://www.schooland.hk/ps/munsang,primary@munsang.edu.hk
沙田圍胡素貞博士紀念學校,https://www.schooland.hk/ps/dcfwms-stw,info@stwdcfwms.edu.hk
沙田官立小學,https://www.schooland.hk/ps/stgps,stgps@edb.gov.hk
沙田崇真學校,https://www.schooland.hk/ps/stts,info@stts.edu.hk
沙田循道衞理小學,https://www.schooland.hk/ps/smps,smps@smps.edu.hk
沙頭角中心小學,https://www.schooland.hk/ps/stkcps,office@stkcps.edu.hk
油蔴地天主教小學,https://www.schooland.hk/ps/ymtcps,ycps@ymtcps.edu.hk
油蔴地天主教小學(海泓道),https://www.schooland.hk/ps/ycps,info@ycps.edu.hk
油蔴地街坊會學校,https://www.schooland.hk/ps/ymtkfas,ymtkfas@eservices.hkedcity.net
海壩街官立小學,https://www.schooland.hk/ps/hpsgps,hoipa@hpsgps.edu.hk
海怡寶血小學,https://www.schooland.hk/ps/pbpssh,info@pbpssh.edu.hk
浸信宣道會呂明才小學,https://www.schooland.hk/ps/lmc,mail@lmc.edu.hk
浸信會呂明才小學,https://www.schooland.hk/ps/lmcps,info@blmcps.edu.hk
浸信會天虹小學,https://www.schooland.hk/ps/rainbow,info@rainbow.edu.hk
浸信會沙田圍呂明才小學,https://www.schooland.hk/ps/bstwlmc,info@bstwlmc.edu.hk
深井天主教小學,https://www.schooland.hk/ps/stcpri,sch@stcpri.edu.hk
深水埔街坊福利會小學,https://www.schooland.hk/ps/sspkw,admin@sspkw.edu.hk
深水埗官立小學,https://www.schooland.hk/ps/sspgps,email@sspgps.edu.hk
港九街坊婦女會孫方中小學,https://www.schooland.hk/ps/sfc,info@sfc.edu.hk
港大同學會小學,https://www.schooland.hk/ps/hkugaps,info@hkugaps.edu.hk
