School Name,School_Links,Email
保良局唐乃勤初中書院,https://www.schooland.hk/ss/plktnkjsc,plktnkjsc@plktnkjsc.edu.hk
保良局姚連生中學,https://www.schooland.hk/ss/plkylsc,info@plkylsc.edu.hk
保良局慧妍雅集書院,https://www.schooland.hk/ss/plkwyc,
保良局朱敬文中學,https://www.schooland.hk/ss/plkcwc,master@plkcwc.edu.hk
保良局李城璧中學,https://www.schooland.hk/ss/plklsp,inquiry@plklsp.edu.hk
保良局甲子何玉清中學,https://www.schooland.hk/ss/plk1984,info@plkhyc1984.edu.hk
保良局百周年李兆忠紀念中學,https://www.schooland.hk/ss/plkclscmc,office@plkclscmc.edu.hk
保良局第一張永慶中學,https://www.schooland.hk/ss/plkno1whc,plkno1@eservices.hkedcity.net
保良局羅傑承(一九八三)中學,https://www.schooland.hk/ss/plk83,info@plk83.edu.hk
保良局羅氏基金中學,https://www.schooland.hk/ss/plklfc,info@plklfc.edu.hk
保良局胡忠中學,https://www.schooland.hk/ss/plkwcc,school@plkwcc.edu.hk
保良局莊啟程預科書院,https://www.schooland.hk/ss/ktchong,info@sfc-plk.edu.hk
保良局董玉娣中學,https://www.schooland.hk/ss/plktytc,email@plktytc.edu.hk
保良局蔡繼有學校,https://www.schooland.hk/ss/cky,info@cky.edu.hk
保良局顏寶鈴書院,https://www.schooland.hk/ss/npl,info@home.npl.edu.hk
保良局馬錦明中學,https://www.schooland.hk/ss/plkmkmc,mkm@plkmkmc.edu.hk
保良局馬錦明夫人章馥仙中學,https://www.schooland.hk/ss/plkcfs,plkcfsmail@plkcfs.edu.hk
優才楊殷有娣書院,https://www.schooland.hk/ss/gtcollege,secondary@gtcollege.edu.hk
元朗公立中學,https://www.schooland.hk/ss/ylpss,ylpss@edb.gov.hk
鄧兆棠中學,https://www.schooland.hk/ss/tstss,message@tstss.edu.hk
元朗商會中學,https://www.schooland.hk/ss/ylmass,info@ylmass.edu.hk
元朗天主教中學,https://www.schooland.hk/ss/ylcss,info@ylcss.edu.hk
創知中學,https://www.schooland.hk/ss/wss,info@scientia.edu.hk
加拿大神召會嘉智中學,https://www.schooland.hk/ss/kachi,kcss@kachi.edu.hk
北角協同中學,https://www.schooland.hk/ss/clsnp,office@clsnp.edu.hk
匯基書院,https://www.schooland.hk/ss/ucc,ucc-mail@ucc.edu.hk
匯基書院東九龍,https://www.schooland.hk/ss/uccke,mail@uccke.edu.hk
十八鄉鄉事委員會公益社中學,https://www.schooland.hk/ss/sphrc,mail@sphrc.edu.hk
協恩中學,https://www.schooland.hk/ss/hys,hys-mail@hys.edu.hk
南亞路德會沐恩中學,https://www.schooland.hk/ss/ilc,info@ilc.edu.hk
南屯門官立中學,https://www.schooland.hk/ss/stmgss,stmgss@edb.gov.hk
鄧英喜中學,https://www.schooland.hk/ss/pohtyh,webadmin@pohtyh.edu.hk
梁省德中學,https://www.schooland.hk/ss/lstc,lst-mail@lstc.edu.hk
博愛醫院鄧佩瓊紀念中學,https://www.schooland.hk/ss/tpk,pohtpkmc@tpk.edu.hk
博愛醫院陳楷紀念中學,https://www.schooland.hk/ss/pohck,pohckmc@gmail.com
可立中學,https://www.schooland.hk/ss/holap,hlc-mail@apps.holap.edu.hk
可道中學,https://www.schooland.hk/ss/hodao,mail@hodao.edu.hk
可風中學,https://www.schooland.hk/ss/hofung,info@hofung.edu.hk
台山商會中學,https://www.schooland.hk/ss/tsac,mail@tsac.edu.hk
啓新書院,https://www.schooland.hk/ss/renaissance,info@rchk.edu.hk
啟思中學,https://www.schooland.hk/ss/css,admin@css.edu.hk
喇沙書院,https://www.schooland.hk/ss/lasalle,info@lasalle.edu.hk
可藝中學,https://www.schooland.hk/ss/hongai,info@hongai.edu.hk
可譽中學,https://www.schooland.hk/ss/hoyu,mail@hoyu.edu.hk
嘉諾撒培德書院,https://www.schooland.hk/ss/ptcc,ptcc@ptcc.edu.hk
嘉諾撒書院,https://www.schooland.hk/ss/canossa,info@canossa.edu.hk
嘉諾撒聖家書院,https://www.schooland.hk/ss/hfcc,office@eclass.hfcc.edu.hk
嘉諾撒聖心書院,https://www.schooland.hk/ss/shcc,office@shcc.edu.hk
嘉諾撒聖方濟各書院,https://www.schooland.hk/ss/sfcc,sfcc@sfcc.edu.hk
嘉諾撒聖瑪利書院,https://www.schooland.hk/ss/smcc-canossian,info@smcc.hk
國際基督教優質音樂中學暨小學,https://www.schooland.hk/ss/icqm,info@icqm.edu.hk
陳呂重德紀念中學,https://www.schooland.hk/ss/mfbmclct,admin@clctmc.edu.hk
地利亞修女紀念學校(協和),https://www.schooland.hk/ss/deliahw,hw@deliagroup.edu.hk
地利亞修女紀念學校(協和二中),https://www.schooland.hk/ss/mrck,hw2@deliagroup.edu.hk
地利亞修女紀念學校(吉利徑),https://www.schooland.hk/ss/dmsgp,gp@deliagroup.edu.hk
地利亞修女紀念學校(月華),https://www.schooland.hk/ss/dmsyw,
地利亞修女紀念學校(百老匯),https://www.schooland.hk/ss/deliabw,enquiry@deliabw.edu.hk
培僑中學,https://www.schooland.hk/ss/pkms,info@pkms.edu.hk
培僑書院,https://www.schooland.hk/ss/puikiucollege,info@puikiu.edu.hk
培英中學,https://www.schooland.hk/ss/puiying,info@puiying.edu.hk
聖道迦南書院,https://www.schooland.hk/ss/stcc,info@stcc.edu.hk
基督教女青年會丘佐榮中學,https://www.schooland.hk/ss/htyc,htyc@school.net.hk
基督教宣道會宣基中學,https://www.schooland.hk/ss/skss,skss@skss.edu.hk
基督教崇真中學,https://www.schooland.hk/ss/ttca,mail@ttca.edu.hk
基督教聖約教會堅樂中學,https://www.schooland.hk/ss/holmglad,contact@holmglad.edu.hk
基督教香港信義會信義中學,https://www.schooland.hk/ss/lss,contact@lss.edu.hk
元朗信義中學,https://www.schooland.hk/ss/yll,tswyllss@yahoo.com.hk
宏信書院,https://www.schooland.hk/ss/luac,info@luac.edu.hk
基督教香港信義會心誠中學,https://www.schooland.hk/ss/flss,flss@flss.edu.hk
基督書院,https://www.schooland.hk/ss/christcollege,info@christcollege.edu.hk
大光德萃書院,https://www.schooland.hk/ss/tkhc,tkh@sthilarys.edu.hk
大埔三育中學,https://www.schooland.hk/ss/tpsy,enquiry@tpsy.edu.hk
大埔官立中學,https://www.schooland.hk/ss/tpgss,
天主教伍華中學,https://www.schooland.hk/ss/ngwahsec,school@ngwahsec.edu.hk
天主教南華中學,https://www.schooland.hk/ss/nwcss,info@nwcss.edu.hk
天主教培聖中學,https://www.schooland.hk/ss/puishing,info@puishing.edu.hk
天主教崇德英文書院,https://www.schooland.hk/ss/stc,mail@stc.edu.hk
天主教慈幼會伍少梅中學,https://www.schooland.hk/ss/sdbnsm,ngsiumui@sdbnsm.edu.hk
天主教新民書院,https://www.schooland.hk/ss/newman,nc@newman.edu.hk
天主教普照中學,https://www.schooland.hk/ss/pochiu,pochiu@pochiu.edu.hk
天主教母佑會蕭明中學,https://www.schooland.hk/ss/dmhcsm,general@dmhcsm.edu.hk
天主教郭得勝中學,https://www.schooland.hk/ss/ktscss,info@ktscss.edu.hk
天主教鳴遠中學,https://www.schooland.hk/ss/mingyuen,info@mingyuen.edu.hk
天水圍官立中學,https://www.schooland.hk/ss/tswgss,tswgss@edb.gov.hk
天水圍循道衞理中學,https://www.schooland.hk/ss/tswmc,mail@tswmc.edu.hk
天水圍香島中學,https://www.schooland.hk/ss/tsw-heungto,mail@heungto.net
妙法寺劉金龍中學,https://www.schooland.hk/ss/lkl,office@lkl.edu.hk
張沛松紀念中學,https://www.schooland.hk/ss/cpc,cpcmail@cpc.edu.hk
孔教學院大成何郭佩珍中學,https://www.schooland.hk/ss/chkpcc,info@ctshkpcc.edu.hk
孔聖堂中學,https://www.schooland.hk/ss/chms,enquiry@chss.edu.hk
官立嘉道理爵士中學,https://www.schooland.hk/ss/seksswk,sekss100@edb.gov.hk
宣道中學,https://www.schooland.hk/ss/cactm,cac@cactm.edu.hk
宣道會陳朱素華紀念中學,https://www.schooland.hk/ss/caswcmc,school@caswcmc.edu.hk
寧波公學,https://www.schooland.hk/ss/npc,info@npc.edu.hk
寧波第二中學,https://www.schooland.hk/ss/np2c,info@np2c.edu.hk
王少清中學,https://www.schooland.hk/ss/pocawsc,mail@pocawsc.edu.hk
寶血女子中學,https://www.schooland.hk/ss/pbss,contact@pbss.edu.hk
寶血會上智英文書院,https://www.schooland.hk/ss/htc,htc@school.net.hk
寶覺中學,https://www.schooland.hk/ss/pokok,pokok@pokok.edu.hk
將軍澳官立中學,https://www.schooland.hk/ss/tkogss,info@tkogss.edu.hk
將軍澳香島中學,https://www.schooland.hk/ss/tko-heungto,schoolmail@htss.edu.hk
屯門天主教中學,https://www.schooland.hk/ss/tmcss,info@home.tmcss.edu.hk
屯門官立中學,https://www.schooland.hk/ss/tmgss,enquiry@mail.tmgss.edu.hk
崇正中學,https://www.schooland.hk/ss/ttms,info@ttmsedu.onaliyun.com
崇真書院,https://www.schooland.hk/ss/ttc,ttc@eclass.ttc.edu.hk
嶺南中學,https://www.schooland.hk/ss/lingnan,info@lingnan.edu.hk
嶺南衡怡紀念中學,https://www.schooland.hk/ss/lhymss,info@lhymss.net
嶺南鍾榮光博士紀念中學,https://www.schooland.hk/ss/ldcwkmss,cwk@ldcwkmss.edu.hk
庇理羅士女子中學,https://www.schooland.hk/ss/belilios,bps@edb.gov.hk
廖寶珊紀念書院,https://www.schooland.hk/ss/lpsmc,info@lpsmc.edu.hk
廠商會中學,https://www.schooland.hk/ss/cmass,school@cmass.edu.hk
廠商會蔡章閣中學,https://www.schooland.hk/ss/cmacck,info@cmacck.edu.hk
弘立書院,https://www.schooland.hk/ss/isf,secondary@isf.edu.hk
張振興伉儷書院,https://www.schooland.hk/ss/cghc,info@cghc.edu.hk
張祝珊英文中學,https://www.schooland.hk/ss/ccsc,public@live.ccsc.edu.hk
彩虹邨天主教英文中學,https://www.schooland.hk/ss/choihung,checssoffice@yahoo.com.hk
循道中學,https://www.schooland.hk/ss/mckln,admin@mckln.edu.hk
李惠利中學,https://www.schooland.hk/ss/lwlc,info@lwlc.edu.hk
德信中學,https://www.schooland.hk/ss/tsss,info@tsss.edu.hk
德愛中學,https://www.schooland.hk/ss/takoi,school@takoi.edu.hk
德望學校,https://www.schooland.hk/ss/ghs,goodhope@ghs.edu.hk
德蘭中學,https://www.schooland.hk/ss/stteresa,stss@stteresa.edu.hk
德貞女子中學,https://www.schooland.hk/ss/tackching,tcgss@tackching.edu.hk
德雅中學,https://www.schooland.hk/ss/taknga,tnss@taknga.edu.hk
恩主教書院,https://www.schooland.hk/ss/valtorta,valtorta@valtorta.edu.hk
恩平工商會李琳明中學,https://www.schooland.hk/ss/ypicallmc,school@mail.ypicallmc.edu.hk
惠僑英文中學,https://www.schooland.hk/ss/wkc,wkc@wkc.edu.hk
慈幼英文學校,https://www.schooland.hk/ss/ssshk,admin@ssshk.edu.hk
慕光英文書院,https://www.schooland.hk/ss/mukuang,mail@mukuang.edu.hk
拔萃女書院,https://www.schooland.hk/ss/dgs,info@dgs.edu.hk
拔萃男書院,https://www.schooland.hk/ss/dbs,dbshm@dbs.edu.hk
播道書院,https://www.schooland.hk/ss/evangel,info@evangel.edu.hk
救世軍卜維廉中學,https://www.schooland.hk/ss/wbss,wbss@hkt.salvationarmy.org
救恩書院,https://www.schooland.hk/ss/kyc,mail@kyc.edu.hk
九龍文理書院,https://www.schooland.hk/ss/cckln,cckmail@cckln.edu.hk
香港文理書院,https://www.schooland.hk/ss/cognitiohk,cognitiohk@cognitiohk.edu.hk
新亞中學,https://www.schooland.hk/ss/nams,info@nams.edu.hk
新會商會中學,https://www.schooland.hk/ss/swcs,swcs@swcs.edu.hk
新會商會陳白沙紀念中學,https://www.schooland.hk/ss/cpss,school@cpss.edu.hk
呂郭碧鳳中學,https://www.schooland.hk/ss/lkpfc,info@lkpfc.edu.hk
新生命教育協會平安福音中學,https://www.schooland.hk/ss/nlsipess,enquiry@nlsipess.edu.hk
新界喇沙中學,https://www.schooland.hk/ss/delasalle,email@delasalle.edu.hk
新界西貢坑口區鄭植之中學,https://www.schooland.hk/ss/cccss,enquiry@cccss.edu.hk
新界鄉議局元朗區中學,https://www.schooland.hk/ss/nthykyldss,nthykyldss@edb.gov.hk
新界鄉議局大埔區中學,https://www.schooland.hk/ss/nthyktpdss,nthyktpdss@edb.gov.hk
旅港開平商會中學,https://www.schooland.hk/ss/hpccss,school@hpccss.edu.hk
明愛元朗陳震夏中學,https://www.schooland.hk/ss/cys,cyshk@cys.edu.hk
明愛屯門馬登基金中學,https://www.schooland.hk/ss/tmmarden,tmm-mail@hkedcity.net
明愛柴灣馬登基金中學,https://www.schooland.hk/ss/ccm,ccmss@ccmss.edu.hk
明愛粉嶺陳震夏中學,https://www.schooland.hk/ss/cfs,cfs@cfs.edu.hk
明愛聖若瑟中學,https://www.schooland.hk/ss/csjss,school@csjss.edu.hk
明愛胡振中中學,https://www.schooland.hk/ss/cwcc,cwcc@cwcc.edu.hk
明愛莊月明中學,https://www.schooland.hk/ss/ccym,cym@ccym.edu.hk
明愛華德中書院,https://www.schooland.hk/ss/ccvc,info@ccvc.edu.hk
明愛馬鞍山中學,https://www.schooland.hk/ss/cmos,mail@cmos.edu.hk
景嶺書院,https://www.schooland.hk/ss/kingling,klc-mail@kingling.edu.hk
智新書院,https://www.schooland.hk/ss/discovery,office@discovery.edu.hk
曾璧山(崇蘭)中學,https://www.schooland.hk/ss/tpsss,contact@tpsss.edu.hk
李求恩紀念中學,https://www.schooland.hk/ss/lkyms,general@lkyms.edu.hk
東涌天主教學校,https://www.schooland.hk/ss/tccs,email@tccs.edu.hk
東莞工商總會劉百樂中學,https://www.schooland.hk/ss/lplss,lplss@school.net.hk
東華三院伍若瑜夫人紀念中學,https://www.schooland.hk/ss/twghwyyms,wyymail@twghwyyms.edu.hk
東華三院吳祥川紀念中學,https://www.schooland.hk/ss/twghscgms,info@twghscgms.edu.hk
東華三院呂潤財紀念中學,https://www.schooland.hk/ss/lycmc,info@lycmc.edu.hk
東華三院張明添中學,https://www.schooland.hk/ss/twghcmts,info@twghcmts.edu.hk
東華三院李嘉誠中學,https://www.schooland.hk/ss/twghlkss,twghlks@hotmail.com
東華三院李潤田紀念中學,https://www.schooland.hk/ss/lcdmc,lcdmc@lcdmc.edu.hk
東華三院甲寅年總理中學,https://www.schooland.hk/ss/twghkyds,mail@twghkyds.edu.hk
東華三院盧幹庭紀念中學,https://www.schooland.hk/ss/lktmc,lktmc15@yahoo.com.hk
東華三院辛亥年總理中學,https://www.schooland.hk/ss/shd,mail@shd.edu.hk
東華三院邱子田紀念中學,https://www.schooland.hk/ss/ytt,mailbox@ytt.edu.hk
東華三院邱金元中學,https://www.schooland.hk/ss/twyky,twykyc@yahoo.com.hk
東華三院郭一葦中學,https://www.schooland.hk/ss/twghkywc,office@twghkywc.edu.hk
東華三院鄺錫坤伉儷中學,https://www.schooland.hk/ss/twghsksk,contact@twghsksk.edu.hk
東華三院陳兆民中學,https://www.schooland.hk/ss/twghczm,info@twghczm.edu.hk
東華三院馬振玉紀念中學,https://www.schooland.hk/ss/cyma,mail1@cyma.edu.hk
東華三院馮黃鳳亭中學,https://www.schooland.hk/ss/twghfwfts,fwftinfo@yahoo.com.hk
東華三院黃笏南中學,https://www.schooland.hk/ss/twghwfns,wfnss@tungwah.org.hk
東華三院黃鳳翎中學,https://www.schooland.hk/ss/twghwflc,info@twghwflc.edu.hk
林大輝中學,https://www.schooland.hk/ss/ltfc,info@ltfc.edu.hk
柯士甸學校,https://www.schooland.hk/ss/austin,admissions@austinschool.edu.hk
梁式芝書院,https://www.schooland.hk/ss/lscc,principal@lscc.edu.hk
梁文燕紀念中學(沙田),https://www.schooland.hk/ss/hlmssst,email@mail.hlmssst.edu.hk
棉紡會中學,https://www.schooland.hk/ss/csa,csa@csa.edu.hk
樂善堂余近卿中學,https://www.schooland.hk/ss/ykh,info@ykh.edu.hk
樂善堂梁植偉紀念中學,https://www.schooland.hk/ss/lstlcw,lstlcw60@yahoo.com.hk
樂善堂梁銶琚書院,https://www.schooland.hk/ss/lstlkkc,lstlkkc@school.net.hk
樂善堂楊葛小琳中學,https://www.schooland.hk/ss/lstyoungkhl,lstykhl@lstyoungkhl.edu.hk
樂善堂王仲銘中學,https://www.schooland.hk/ss/lstwcm,contact@lstwcm.edu.hk
樂善堂顧超文中學,https://www.schooland.hk/ss/lstkcmss,email@lstkcmss.edu.hk
樂道中學,https://www.schooland.hk/ss/locktao,school@locktao.edu.hk
民生書院,https://www.schooland.hk/ss/munsang,munsang26@yahoo.com.hk
沙田培英中學,https://www.schooland.hk/ss/pyc,info@pyc.edu.hk
沙田官立中學,https://www.schooland.hk/ss/stgss,genoff@stgss.edu.hk
沙田崇真中學,https://www.schooland.hk/ss/sttss,info@sttss.edu.hk
沙田循道衞理中學,https://www.schooland.hk/ss/stmc,info@stmc.edu.hk
沙田蘇浙公學,https://www.schooland.hk/ss/kcc-st,kccs@kccshatin.edu.hk
浸信會呂明才中學,https://www.schooland.hk/ss/blmcss,info@blmcss.edu.hk
浸信會永隆中學,https://www.schooland.hk/ss/bwlss,bwlss@bwlss.edu.hk
深培中學,https://www.schooland.hk/ss/semple,info@semple.edu.hk
港九潮州公會中學,https://www.schooland.hk/ss/ccpass,go@ccpass.edu.hk
港九潮州公會馬松深中學,https://www.schooland.hk/ss/mcsss,
港九街坊婦女會孫方中書院,https://www.schooland.hk/ss/sunfc,info@sunfc.edu.hk
港大同學會書院,https://www.schooland.hk/ss/hkugac,info@hkugac.edu.hk
港島民生書院,https://www.schooland.hk/ss/imsc,info@imsc.edu.hk
港澳信義會慕德中學,https://www.schooland.hk/ss/qmss,info@qmss.edu.hk
港青基信書院,https://www.schooland.hk/ss/ymcacc,info@yhkcc.edu.hk
滬江維多利亞學校,https://www.schooland.hk/ss/vsa,vpadmin@vsa.edu.hk
漢華中學,https://www.schooland.hk/ss/honwah,info@honwah.edu.hk
漢鼎書院,https://www.schooland.hk/ss/han,admission@hanacademy.edu.hk
潔心林炳炎中學,https://www.schooland.hk/ss/kitsam,school@kitsam.edu.hk
潮州會館中學,https://www.schooland.hk/ss/ccass,school@ccass.edu.hk
炮台山循道衞理中學,https://www.schooland.hk/ss/fhms,info@fhms.edu.hk
獅子會中學,https://www.schooland.hk/ss/lionscollege,lionscollege@netvigator.com
獻主會聖母院書院,https://www.schooland.hk/ss/notre-dame-college,ndc1967@ndc.edu.hk
王肇枝中學,https://www.schooland.hk/ss/wscss,mail@wscss.edu.hk
玫瑰崗中學,https://www.schooland.hk/ss/rhs,info@rhs.edu.hk
瑪利曼中學,https://www.schooland.hk/ss/mss,office@mss.edu.hk
瑪利諾中學,https://www.schooland.hk/ss/mssch,admin@maryknoll.edu.hk
瑪利諾修院學校,https://www.schooland.hk/ss/mcs,sch_head@mcs.edu.hk
瑪利諾神父教會學校,https://www.schooland.hk/ss/mfs,mail@mfs.edu.hk
田家炳中學,https://www.schooland.hk/ss/tkpss,tkpss@netvigator.com
皇仁書院,https://www.schooland.hk/ss/qc,qc1@qc.edu.hk
皇仁舊生會中學,https://www.schooland.hk/ss/qcobass,info@qcobass.edu.hk
真光女書院,https://www.schooland.hk/ss/tlgc,tlg-mail@hkedcity.net
石籬天主教中學,https://www.schooland.hk/ss/slc,email@slc.edu.hk
示昕學校,https://www.schooland.hk/ss/shema,info@shema.edu.hk
神召會康樂中學,https://www.schooland.hk/ss/hebron,aoghsspchk@yahoo.com.hk
神召會德萃書院,https://www.schooland.hk/ss/aogmms,dh-info@sthilarys.edu.hk
福建中學,https://www.schooland.hk/ss/fukien,fms-mail@hkedcity.net
福建中學小西灣,https://www.schooland.hk/ss/fss,email@fss.edu.hk
禮賢會彭學高紀念中學,https://www.schooland.hk/ss/rhenishcollege,school@rcphkmc.edu.hk
筲箕灣官立中學,https://www.schooland.hk/ss/sgss,skwgss@edb.gov.hk
筲箕灣東官立中學,https://www.schooland.hk/ss/sescampus,ses-mail@hkedcity.net
粉嶺官立中學,https://www.schooland.hk/ss/fgss,fgss@edb.gov.hk
粉嶺救恩書院,https://www.schooland.hk/ss/fkyc,info@fkyc.edu.hk
粉嶺禮賢會中學,https://www.schooland.hk/ss/frcss,mail@frcss.edu.hk
胡漢輝中學,https://www.schooland.hk/ss/tiaccwhf,whfinfo@tiaccwhf.edu.hk
羅定邦中學,https://www.schooland.hk/ss/ltpss,ltpss@ltpss.edu.hk
聖伯多祿中學,https://www.schooland.hk/ss/stpeter,email@stpeter.edu.hk
聖保祿中學,https://www.schooland.hk/ss/spss,spssmail@spss.edu.hk
聖保祿學校,https://www.schooland.hk/ss/spcs,spcsmail@spcs.edu.hk
聖保羅書院,https://www.schooland.hk/ss/spc,mail@spc.edu.hk
聖保羅男女中學,https://www.schooland.hk/ss/spcc,adminoffice@spcc.edu.hk
聖傑靈女子中學,https://www.schooland.hk/ss/scsg,scsg@scsg.edu.hk
聖公會呂明才中學,https://www.schooland.hk/ss/skhlmc,contact@skhlmc.edu.hk
聖公會基孝中學,https://www.schooland.hk/ss/keihau,info@keihau.edu.hk
聖公會曾肇添中學,https://www.schooland.hk/ss/skhtst,info@skhtst.edu.hk
聖公會李炳中學,https://www.schooland.hk/ss/liping,info@liping.edu.hk
聖公會李福慶中學,https://www.schooland.hk/ss/lfh,info@lfh.edu.hk
